"Norm_Ux","Points:0","Points:1","Points:2"
2.4566e-08,0.00015,5.03e-05,5.03e-07
2.4499e-08,0.00015,5.04e-05,5.04e-07
2.4431e-08,0.00015,5.05e-05,5.05e-07
2.4364e-08,0.00015,5.06e-05,5.06e-07
2.4297e-08,0.00015,5.07e-05,5.07e-07
2.4229e-08,0.00015,5.08e-05,5.08e-07
2.4162e-08,0.00015,5.09e-05,5.09e-07
2.4094e-08,0.00015,5.1e-05,5.1e-07
2.3885e-08,0.00015,5.11e-05,5.11e-07
2.3676e-08,0.00015,5.12e-05,5.12e-07
2.3467e-08,0.00015,5.13e-05,5.13e-07
2.3258e-08,0.00015,5.14e-05,5.14e-07
2.3049e-08,0.00015,5.15e-05,5.15e-07
2.284e-08,0.00015,5.16e-05,5.16e-07
2.2631e-08,0.00015,5.17e-05,5.17e-07
2.2422e-08,0.00015,5.18e-05,5.18e-07
2.2213e-08,0.00015,5.19e-05,5.19e-07
2.2004e-08,0.00015,5.2e-05,5.2e-07
2.1634e-08,0.00015,5.21e-05,5.21e-07
2.1264e-08,0.00015,5.22e-05,5.22e-07
2.0894e-08,0.00015,5.23e-05,5.23e-07
2.0524e-08,0.00015,5.24e-05,5.24e-07
2.0153e-08,0.00015,5.25e-05,5.25e-07
1.9783e-08,0.00015,5.26e-05,5.26e-07
1.9413e-08,0.00015,5.27e-05,5.27e-07
1.9043e-08,0.00015,5.28e-05,5.28e-07
1.8673e-08,0.00015,5.29e-05,5.29e-07
1.8303e-08,0.00015,5.3e-05,5.3e-07
1.7743e-08,0.00015,5.31e-05,5.31e-07
1.7183e-08,0.00015,5.32e-05,5.32e-07
1.6622e-08,0.00015,5.33e-05,5.33e-07
1.6062e-08,0.00015,5.34e-05,5.34e-07
1.5502e-08,0.00015,5.35e-05,5.35e-07
1.4942e-08,0.00015,5.36e-05,5.36e-07
1.4381e-08,0.00015,5.37e-05,5.37e-07
1.3821e-08,0.00015,5.38e-05,5.38e-07
1.3261e-08,0.00015,5.39e-05,5.39e-07
1.2701e-08,0.00015,5.4e-05,5.4e-07
1.1918e-08,0.00015,5.41e-05,5.41e-07
1.1135e-08,0.00015,5.42e-05,5.42e-07
1.0352e-08,0.00015,5.43e-05,5.43e-07
9.5686e-09,0.00015,5.44e-05,5.44e-07
8.7855e-09,0.00015,5.45e-05,5.45e-07
8.0025e-09,0.00015,5.46e-05,5.46e-07
7.2194e-09,0.00015,5.47e-05,5.47e-07
6.4364e-09,0.00015,5.48e-05,5.48e-07
5.6533e-09,0.00015,5.49e-05,5.49e-07
4.8703e-09,0.00015,5.5e-05,5.5e-07
3.8396e-09,0.00015,5.51e-05,5.51e-07
2.8089e-09,0.00015,5.52e-05,5.52e-07
1.7782e-09,0.00015,5.53e-05,5.53e-07
7.4747e-10,0.00015,5.54e-05,5.54e-07
-2.8321e-10,0.00015,5.55e-05,5.55e-07
-1.3139e-09,0.00015,5.56e-05,5.56e-07
-2.3446e-09,0.00015,5.57e-05,5.57e-07
-3.3754e-09,0.00015,5.58e-05,5.58e-07
-4.4061e-09,0.00015,5.59e-05,5.59e-07
-5.4368e-09,0.00015,5.6e-05,5.6e-07
-6.711e-09,0.00015,5.61e-05,5.61e-07
-7.9853e-09,0.00015,5.62e-05,5.62e-07
-9.2595e-09,0.00015,5.63e-05,5.63e-07
-1.0534e-08,0.00015,5.64e-05,5.64e-07
-1.1808e-08,0.00015,5.65e-05,5.65e-07
-1.3082e-08,0.00015,5.66e-05,5.66e-07
-1.4356e-08,0.00015,5.67e-05,5.67e-07
-1.5631e-08,0.00015,5.68e-05,5.68e-07
-1.6905e-08,0.00015,5.69e-05,5.69e-07
-1.8179e-08,0.00015,5.7e-05,5.7e-07
-1.9625e-08,0.00015,5.71e-05,5.71e-07
-2.1071e-08,0.00015,5.72e-05,5.72e-07
-2.2517e-08,0.00015,5.73e-05,5.73e-07
-2.3962e-08,0.00015,5.74e-05,5.74e-07
-2.5408e-08,0.00015,5.75e-05,5.75e-07
-2.6854e-08,0.00015,5.76e-05,5.76e-07
-2.83e-08,0.00015,5.77e-05,5.77e-07
-2.9746e-08,0.00015,5.78e-05,5.78e-07
-3.1191e-08,0.00015,5.79e-05,5.79e-07
-3.2637e-08,0.00015,5.8e-05,5.8e-07
-3.4046e-08,0.00015,5.81e-05,5.81e-07
-3.5454e-08,0.00015,5.82e-05,5.82e-07
-3.6863e-08,0.00015,5.83e-05,5.83e-07
-3.8271e-08,0.00015,5.84e-05,5.84e-07
-3.9679e-08,0.00015,5.85e-05,5.85e-07
-4.1088e-08,0.00015,5.86e-05,5.86e-07
-4.2496e-08,0.00015,5.87e-05,5.87e-07
-4.3905e-08,0.00015,5.88e-05,5.88e-07
-4.5313e-08,0.00015,5.89e-05,5.89e-07
-4.6722e-08,0.00015,5.9e-05,5.9e-07
-4.7543e-08,0.00015,5.91e-05,5.91e-07
-4.8364e-08,0.00015,5.92e-05,5.92e-07
-4.9185e-08,0.00015,5.93e-05,5.93e-07
-5.0006e-08,0.00015,5.94e-05,5.94e-07
-5.0826e-08,0.00015,5.95e-05,5.95e-07
-5.1647e-08,0.00015,5.96e-05,5.96e-07
-5.2468e-08,0.00015,5.97e-05,5.97e-07
-5.3289e-08,0.00015,5.98e-05,5.98e-07
-5.411e-08,0.00015,5.99e-05,5.99e-07
-5.4931e-08,0.00015,6e-05,6e-07
7.7672e-07,0.00015,6.01e-05,6.01e-07
1.6084e-06,0.00015,6.02e-05,6.02e-07
2.44e-06,0.00015,6.03e-05,6.03e-07
3.2716e-06,0.00015,6.04e-05,6.04e-07
4.1033e-06,0.00015,6.05e-05,6.05e-07
4.9349e-06,0.00015,6.06e-05,6.06e-07
5.7666e-06,0.00015,6.07e-05,6.07e-07
6.5982e-06,0.00015,6.08e-05,6.08e-07
7.4299e-06,0.00015,6.09e-05,6.09e-07
8.2615e-06,0.00015,6.1e-05,6.1e-07
0.0083033,0.00015,6.11e-05,6.11e-07
0.016598,0.00015,6.12e-05,6.12e-07
0.024893,0.00015,6.13e-05,6.13e-07
0.033188,0.00015,6.14e-05,6.14e-07
0.041483,0.00015,6.15e-05,6.15e-07
0.049778,0.00015,6.16e-05,6.16e-07
0.058073,0.00015,6.17e-05,6.17e-07
0.066368,0.00015,6.18e-05,6.18e-07
0.074663,0.00015,6.19e-05,6.19e-07
0.082958,0.00015,6.2e-05,6.2e-07
0.099232,0.00015,6.21e-05,6.21e-07
0.11551,0.00015,6.22e-05,6.22e-07
0.13178,0.00015,6.23e-05,6.23e-07
0.14805,0.00015,6.24e-05,6.24e-07
0.16433,0.00015,6.25e-05,6.25e-07
0.1806,0.00015,6.26e-05,6.26e-07
0.19688,0.00015,6.27e-05,6.27e-07
0.21315,0.00015,6.28e-05,6.28e-07
0.22942,0.00015,6.29e-05,6.29e-07
0.2457,0.00015,6.3e-05,6.3e-07
0.26103,0.00015,6.31e-05,6.31e-07
0.27636,0.00015,6.32e-05,6.32e-07
0.29169,0.00015,6.33e-05,6.33e-07
0.30702,0.00015,6.34e-05,6.34e-07
0.32235,0.00015,6.35e-05,6.35e-07
0.33768,0.00015,6.36e-05,6.36e-07
0.35302,0.00015,6.37e-05,6.37e-07
0.36835,0.00015,6.38e-05,6.38e-07
0.38368,0.00015,6.39e-05,6.39e-07
0.39901,0.00015,6.4e-05,6.4e-07
0.41296,0.00015,6.41e-05,6.41e-07
0.4269,0.00015,6.42e-05,6.42e-07
0.44085,0.00015,6.43e-05,6.43e-07
0.45479,0.00015,6.44e-05,6.44e-07
0.46874,0.00015,6.45e-05,6.45e-07
0.48269,0.00015,6.46e-05,6.46e-07
0.49663,0.00015,6.47e-05,6.47e-07
0.51058,0.00015,6.48e-05,6.48e-07
0.52453,0.00015,6.49e-05,6.49e-07
0.53847,0.00015,6.5e-05,6.5e-07
0.55088,0.00015,6.51e-05,6.51e-07
0.56329,0.00015,6.52e-05,6.52e-07
0.5757,0.00015,6.53e-05,6.53e-07
0.58812,0.00015,6.54e-05,6.54e-07
0.60053,0.00015,6.55e-05,6.55e-07
0.61294,0.00015,6.56e-05,6.56e-07
0.62535,0.00015,6.57e-05,6.57e-07
0.63776,0.00015,6.58e-05,6.58e-07
0.65017,0.00015,6.59e-05,6.59e-07
0.66258,0.00015,6.6e-05,6.6e-07
0.67348,0.00015,6.61e-05,6.61e-07
0.68437,0.00015,6.62e-05,6.62e-07
0.69526,0.00015,6.63e-05,6.63e-07
0.70615,0.00015,6.64e-05,6.64e-07
0.71704,0.00015,6.65e-05,6.65e-07
0.72794,0.00015,6.66e-05,6.66e-07
0.73883,0.00015,6.67e-05,6.67e-07
0.74972,0.00015,6.68e-05,6.68e-07
0.76061,0.00015,6.69e-05,6.69e-07
0.7715,0.00015,6.7e-05,6.7e-07
0.78098,0.00015,6.71e-05,6.71e-07
0.79045,0.00015,6.72e-05,6.72e-07
0.79992,0.00015,6.73e-05,6.73e-07
0.80939,0.00015,6.74e-05,6.74e-07
0.81887,0.00015,6.75e-05,6.75e-07
0.82834,0.00015,6.76e-05,6.76e-07
0.83781,0.00015,6.77e-05,6.77e-07
0.84728,0.00015,6.78e-05,6.78e-07
0.85676,0.00015,6.79e-05,6.79e-07
0.86623,0.00015,6.8e-05,6.8e-07
0.87441,0.00015,6.81e-05,6.81e-07
0.88259,0.00015,6.82e-05,6.82e-07
0.89077,0.00015,6.83e-05,6.83e-07
0.89895,0.00015,6.84e-05,6.84e-07
0.90713,0.00015,6.85e-05,6.85e-07
0.91531,0.00015,6.86e-05,6.86e-07
0.92349,0.00015,6.87e-05,6.87e-07
0.93167,0.00015,6.88e-05,6.88e-07
0.93985,0.00015,6.89e-05,6.89e-07
0.94803,0.00015,6.9e-05,6.9e-07
0.95504,0.00015,6.91e-05,6.91e-07
0.96205,0.00015,6.92e-05,6.92e-07
0.96906,0.00015,6.93e-05,6.93e-07
0.97607,0.00015,6.94e-05,6.94e-07
0.98308,0.00015,6.95e-05,6.95e-07
0.9901,0.00015,6.96e-05,6.96e-07
0.99711,0.00015,6.97e-05,6.97e-07
1.0041,0.00015,6.98e-05,6.98e-07
1.0111,0.00015,6.99e-05,6.99e-07
1.0181,0.00015,7e-05,7e-07
1.0241,0.00015,7.01e-05,7.01e-07
1.0301,0.00015,7.02e-05,7.02e-07
1.036,0.00015,7.03e-05,7.03e-07
1.042,0.00015,7.04e-05,7.04e-07
1.0479,0.00015,7.05e-05,7.05e-07
1.0539,0.00015,7.06e-05,7.06e-07
1.0598,0.00015,7.07e-05,7.07e-07
1.0658,0.00015,7.08e-05,7.08e-07
1.0718,0.00015,7.09e-05,7.09e-07
1.0777,0.00015,7.1e-05,7.1e-07
1.0827,0.00015,7.11e-05,7.11e-07
1.0877,0.00015,7.12e-05,7.12e-07
1.0927,0.00015,7.13e-05,7.13e-07
1.0977,0.00015,7.14e-05,7.14e-07
1.1027,0.00015,7.15e-05,7.15e-07
1.1077,0.00015,7.16e-05,7.16e-07
1.1127,0.00015,7.17e-05,7.17e-07
1.1177,0.00015,7.18e-05,7.18e-07
1.1227,0.00015,7.19e-05,7.19e-07
1.1277,0.00015,7.2e-05,7.2e-07
1.1318,0.00015,7.21e-05,7.21e-07
1.136,0.00015,7.22e-05,7.22e-07
1.1401,0.00015,7.23e-05,7.23e-07
1.1442,0.00015,7.24e-05,7.24e-07
1.1483,0.00015,7.25e-05,7.25e-07
1.1525,0.00015,7.26e-05,7.26e-07
1.1566,0.00015,7.27e-05,7.27e-07
1.1607,0.00015,7.28e-05,7.28e-07
1.1648,0.00015,7.29e-05,7.29e-07
1.169,0.00015,7.3e-05,7.3e-07
1.1723,0.00015,7.31e-05,7.31e-07
1.1756,0.00015,7.32e-05,7.32e-07
1.1789,0.00015,7.33e-05,7.33e-07
1.1822,0.00015,7.34e-05,7.34e-07
1.1856,0.00015,7.35e-05,7.35e-07
1.1889,0.00015,7.36e-05,7.36e-07
1.1922,0.00015,7.37e-05,7.37e-07
1.1955,0.00015,7.38e-05,7.38e-07
1.1988,0.00015,7.39e-05,7.39e-07
1.2022,0.00015,7.4e-05,7.4e-07
1.2047,0.00015,7.41e-05,7.41e-07
1.2073,0.00015,7.42e-05,7.42e-07
1.2099,0.00015,7.43e-05,7.43e-07
1.2125,0.00015,7.44e-05,7.44e-07
1.215,0.00015,7.45e-05,7.45e-07
1.2176,0.00015,7.46e-05,7.46e-07
1.2202,0.00015,7.47e-05,7.47e-07
1.2227,0.00015,7.48e-05,7.48e-07
1.2253,0.00015,7.49e-05,7.49e-07
1.2279,0.00015,7.5e-05,7.5e-07
1.2298,0.00015,7.51e-05,7.51e-07
1.2316,0.00015,7.52e-05,7.52e-07
1.2335,0.00015,7.53e-05,7.53e-07
1.2354,0.00015,7.54e-05,7.54e-07
1.2372,0.00015,7.55e-05,7.55e-07
1.2391,0.00015,7.56e-05,7.56e-07
1.241,0.00015,7.57e-05,7.57e-07
1.2429,0.00015,7.58e-05,7.58e-07
1.2447,0.00015,7.59e-05,7.59e-07
1.2466,0.00015,7.6e-05,7.6e-07
1.2478,0.00015,7.61e-05,7.61e-07
1.249,0.00015,7.62e-05,7.62e-07
1.2503,0.00015,7.63e-05,7.63e-07
1.2515,0.00015,7.64e-05,7.64e-07
1.2527,0.00015,7.65e-05,7.65e-07
1.2539,0.00015,7.66e-05,7.66e-07
1.2551,0.00015,7.67e-05,7.67e-07
1.2563,0.00015,7.68e-05,7.68e-07
1.2575,0.00015,7.69e-05,7.69e-07
1.2587,0.00015,7.7e-05,7.7e-07
1.2593,0.00015,7.71e-05,7.71e-07
1.2599,0.00015,7.72e-05,7.72e-07
1.2605,0.00015,7.73e-05,7.73e-07
1.2611,0.00015,7.74e-05,7.74e-07
1.2617,0.00015,7.75e-05,7.75e-07
1.2623,0.00015,7.76e-05,7.76e-07
1.2629,0.00015,7.77e-05,7.77e-07
1.2634,0.00015,7.78e-05,7.78e-07
1.264,0.00015,7.79e-05,7.79e-07
1.2646,0.00015,7.8e-05,7.8e-07
1.2646,0.00015,7.81e-05,7.81e-07
1.2646,0.00015,7.82e-05,7.82e-07
1.2646,0.00015,7.83e-05,7.83e-07
1.2646,0.00015,7.84e-05,7.84e-07
1.2646,0.00015,7.85e-05,7.85e-07
1.2646,0.00015,7.86e-05,7.86e-07
1.2645,0.00015,7.87e-05,7.87e-07
1.2645,0.00015,7.88e-05,7.88e-07
1.2645,0.00015,7.89e-05,7.89e-07
1.2645,0.00015,7.9e-05,7.9e-07
1.2639,0.00015,7.91e-05,7.91e-07
1.2633,0.00015,7.92e-05,7.92e-07
1.2627,0.00015,7.93e-05,7.93e-07
1.2622,0.00015,7.94e-05,7.94e-07
1.2616,0.00015,7.95e-05,7.95e-07
1.261,0.00015,7.96e-05,7.96e-07
1.2604,0.00015,7.97e-05,7.97e-07
1.2598,0.00015,7.98e-05,7.98e-07
1.2592,0.00015,7.99e-05,7.99e-07
1.2586,0.00015,8e-05,8e-07
1.2575,0.00015,8.01e-05,8.01e-07
1.2563,0.00015,8.02e-05,8.02e-07
1.2552,0.00015,8.03e-05,8.03e-07
1.2541,0.00015,8.04e-05,8.04e-07
1.2529,0.00015,8.05e-05,8.05e-07
1.2518,0.00015,8.06e-05,8.06e-07
1.2506,0.00015,8.07e-05,8.07e-07
1.2495,0.00015,8.08e-05,8.08e-07
1.2483,0.00015,8.09e-05,8.09e-07
1.2472,0.00015,8.1e-05,8.1e-07
1.2455,0.00015,8.11e-05,8.11e-07
1.2438,0.00015,8.12e-05,8.12e-07
1.2421,0.00015,8.13e-05,8.13e-07
1.2404,0.00015,8.14e-05,8.14e-07
1.2387,0.00015,8.15e-05,8.15e-07
1.237,0.00015,8.16e-05,8.16e-07
1.2354,0.00015,8.17e-05,8.17e-07
1.2337,0.00015,8.18e-05,8.18e-07
1.232,0.00015,8.19e-05,8.19e-07
1.2303,0.00015,8.2e-05,8.2e-07
1.2281,0.00015,8.21e-05,8.21e-07
1.2258,0.00015,8.22e-05,8.22e-07
1.2236,0.00015,8.23e-05,8.23e-07
1.2214,0.00015,8.24e-05,8.24e-07
1.2192,0.00015,8.25e-05,8.25e-07
1.217,0.00015,8.26e-05,8.26e-07
1.2147,0.00015,8.27e-05,8.27e-07
1.2125,0.00015,8.28e-05,8.28e-07
1.2103,0.00015,8.29e-05,8.29e-07
1.2081,0.00015,8.3e-05,8.3e-07
1.2053,0.00015,8.31e-05,8.31e-07
1.2026,0.00015,8.32e-05,8.32e-07
1.1998,0.00015,8.33e-05,8.33e-07
1.1971,0.00015,8.34e-05,8.34e-07
1.1943,0.00015,8.35e-05,8.35e-07
1.1916,0.00015,8.36e-05,8.36e-07
1.1888,0.00015,8.37e-05,8.37e-07
1.1861,0.00015,8.38e-05,8.38e-07
1.1834,0.00015,8.39e-05,8.39e-07
1.1806,0.00015,8.4e-05,8.4e-07
1.1773,0.00015,8.41e-05,8.41e-07
1.1741,0.00015,8.42e-05,8.42e-07
1.1708,0.00015,8.43e-05,8.43e-07
1.1675,0.00015,8.44e-05,8.44e-07
1.1643,0.00015,8.45e-05,8.45e-07
1.161,0.00015,8.46e-05,8.46e-07
1.1577,0.00015,8.47e-05,8.47e-07
1.1545,0.00015,8.48e-05,8.48e-07
1.1512,0.00015,8.49e-05,8.49e-07
1.148,0.00015,8.5e-05,8.5e-07
1.1442,0.00015,8.51e-05,8.51e-07
1.1404,0.00015,8.52e-05,8.52e-07
1.1366,0.00015,8.53e-05,8.53e-07
1.1328,0.00015,8.54e-05,8.54e-07
1.129,0.00015,8.55e-05,8.55e-07
1.1253,0.00015,8.56e-05,8.56e-07
1.1215,0.00015,8.57e-05,8.57e-07
1.1177,0.00015,8.58e-05,8.58e-07
1.1139,0.00015,8.59e-05,8.59e-07
1.1101,0.00015,8.6e-05,8.6e-07
1.1058,0.00015,8.61e-05,8.61e-07
1.1015,0.00015,8.62e-05,8.62e-07
1.0972,0.00015,8.63e-05,8.63e-07
1.0929,0.00015,8.64e-05,8.64e-07
1.0886,0.00015,8.65e-05,8.65e-07
1.0843,0.00015,8.66e-05,8.66e-07
1.08,0.00015,8.67e-05,8.67e-07
1.0757,0.00015,8.68e-05,8.68e-07
1.0714,0.00015,8.69e-05,8.69e-07
1.0671,0.00015,8.7e-05,8.7e-07
1.0623,0.00015,8.71e-05,8.71e-07
1.0575,0.00015,8.72e-05,8.72e-07
1.0527,0.00015,8.73e-05,8.73e-07
1.0479,0.00015,8.74e-05,8.74e-07
1.043,0.00015,8.75e-05,8.75e-07
1.0382,0.00015,8.76e-05,8.76e-07
1.0334,0.00015,8.77e-05,8.77e-07
1.0286,0.00015,8.78e-05,8.78e-07
1.0238,0.00015,8.79e-05,8.79e-07
1.019,0.00015,8.8e-05,8.8e-07
1.0136,0.00015,8.81e-05,8.81e-07
1.0083,0.00015,8.82e-05,8.82e-07
1.0029,0.00015,8.83e-05,8.83e-07
0.9976,0.00015,8.84e-05,8.84e-07
0.99226,0.00015,8.85e-05,8.85e-07
0.98692,0.00015,8.86e-05,8.86e-07
0.98158,0.00015,8.87e-05,8.87e-07
0.97624,0.00015,8.88e-05,8.88e-07
0.97091,0.00015,8.89e-05,8.89e-07
0.96557,0.00015,8.9e-05,8.9e-07
0.9597,0.00015,8.91e-05,8.91e-07
0.95383,0.00015,8.92e-05,8.92e-07
0.94796,0.00015,8.93e-05,8.93e-07
0.94209,0.00015,8.94e-05,8.94e-07
0.93623,0.00015,8.95e-05,8.95e-07
0.93036,0.00015,8.96e-05,8.96e-07
0.92449,0.00015,8.97e-05,8.97e-07
0.91862,0.00015,8.98e-05,8.98e-07
0.91275,0.00015,8.99e-05,8.99e-07
0.90688,0.00015,9e-05,9e-07
0.90048,0.00015,9.01e-05,9.01e-07
0.89408,0.00015,9.02e-05,9.02e-07
0.88767,0.00015,9.03e-05,9.03e-07
0.88127,0.00015,9.04e-05,9.04e-07
0.87486,0.00015,9.05e-05,9.05e-07
0.86846,0.00015,9.06e-05,9.06e-07
0.86205,0.00015,9.07e-05,9.07e-07
0.85565,0.00015,9.08e-05,9.08e-07
0.84924,0.00015,9.09e-05,9.09e-07
0.84284,0.00015,9.1e-05,9.1e-07
0.83588,0.00015,9.11e-05,9.11e-07
0.82893,0.00015,9.12e-05,9.12e-07
0.82198,0.00015,9.13e-05,9.13e-07
0.81503,0.00015,9.14e-05,9.14e-07
0.80808,0.00015,9.15e-05,9.15e-07
0.80112,0.00015,9.16e-05,9.16e-07
0.79417,0.00015,9.17e-05,9.17e-07
0.78722,0.00015,9.18e-05,9.18e-07
0.78027,0.00015,9.19e-05,9.19e-07
0.77332,0.00015,9.2e-05,9.2e-07
0.7658,0.00015,9.21e-05,9.21e-07
0.75829,0.00015,9.22e-05,9.22e-07
0.75078,0.00015,9.23e-05,9.23e-07
0.74327,0.00015,9.24e-05,9.24e-07
0.73576,0.00015,9.25e-05,9.25e-07
0.72825,0.00015,9.26e-05,9.26e-07
0.72073,0.00015,9.27e-05,9.27e-07
0.71322,0.00015,9.28e-05,9.28e-07
0.70571,0.00015,9.29e-05,9.29e-07
0.6982,0.00015,9.3e-05,9.3e-07
0.69011,0.00015,9.31e-05,9.31e-07
0.68203,0.00015,9.32e-05,9.32e-07
0.67394,0.00015,9.33e-05,9.33e-07
0.66585,0.00015,9.34e-05,9.34e-07
0.65777,0.00015,9.35e-05,9.35e-07
0.64968,0.00015,9.36e-05,9.36e-07
0.64159,0.00015,9.37e-05,9.37e-07
0.63351,0.00015,9.38e-05,9.38e-07
0.62542,0.00015,9.39e-05,9.39e-07
0.61734,0.00015,9.4e-05,9.4e-07
0.60866,0.00015,9.41e-05,9.41e-07
0.59998,0.00015,9.42e-05,9.42e-07
0.5913,0.00015,9.43e-05,9.43e-07
0.58262,0.00015,9.44e-05,9.44e-07
0.57395,0.00015,9.45e-05,9.45e-07
0.56527,0.00015,9.46e-05,9.46e-07
0.55659,0.00015,9.47e-05,9.47e-07
0.54791,0.00015,9.48e-05,9.48e-07
0.53923,0.00015,9.49e-05,9.49e-07
0.53056,0.00015,9.5e-05,9.5e-07
0.52127,0.00015,9.51e-05,9.51e-07
0.51198,0.00015,9.52e-05,9.52e-07
0.50269,0.00015,9.53e-05,9.53e-07
0.4934,0.00015,9.54e-05,9.54e-07
0.48411,0.00015,9.55e-05,9.55e-07
0.47482,0.00015,9.56e-05,9.56e-07
0.46553,0.00015,9.57e-05,9.57e-07
0.45624,0.00015,9.58e-05,9.58e-07
0.44695,0.00015,9.59e-05,9.59e-07
0.43766,0.00015,9.6e-05,9.6e-07
0.42774,0.00015,9.61e-05,9.61e-07
0.41781,0.00015,9.62e-05,9.62e-07
0.40789,0.00015,9.63e-05,9.63e-07
0.39797,0.00015,9.64e-05,9.64e-07
0.38804,0.00015,9.65e-05,9.65e-07
0.37812,0.00015,9.66e-05,9.66e-07
0.3682,0.00015,9.67e-05,9.67e-07
0.35827,0.00015,9.68e-05,9.68e-07
0.34835,0.00015,9.69e-05,9.69e-07
0.33843,0.00015,9.7e-05,9.7e-07
0.32785,0.00015,9.71e-05,9.71e-07
0.31726,0.00015,9.72e-05,9.72e-07
0.30668,0.00015,9.73e-05,9.73e-07
0.2961,0.00015,9.74e-05,9.74e-07
0.28552,0.00015,9.75e-05,9.75e-07
0.27494,0.00015,9.76e-05,9.76e-07
0.26435,0.00015,9.77e-05,9.77e-07
0.25377,0.00015,9.78e-05,9.78e-07
0.24319,0.00015,9.79e-05,9.79e-07
0.23261,0.00015,9.8e-05,9.8e-07
0.22134,0.00015,9.81e-05,9.81e-07
0.21007,0.00015,9.82e-05,9.82e-07
0.1988,0.00015,9.83e-05,9.83e-07
0.18753,0.00015,9.84e-05,9.84e-07
0.17626,0.00015,9.85e-05,9.85e-07
0.16499,0.00015,9.86e-05,9.86e-07
0.15372,0.00015,9.87e-05,9.87e-07
0.14245,0.00015,9.88e-05,9.88e-07
0.13118,0.00015,9.89e-05,9.89e-07
0.11991,0.00015,9.9e-05,9.9e-07
0.1141,0.00015,9.91e-05,9.91e-07
0.10829,0.00015,9.92e-05,9.92e-07
0.10248,0.00015,9.93e-05,9.93e-07
0.096671,0.00015,9.94e-05,9.94e-07
0.09086,0.00015,9.95e-05,9.95e-07
0.08505,0.00015,9.96e-05,9.96e-07
0.079239,0.00015,9.97e-05,9.97e-07
0.073429,0.00015,9.98e-05,9.98e-07
0.067618,0.00015,9.99e-05,9.99e-07
0.061807,0.00015,0.0001,1e-06
